title,description,impact,source
China releases three US citizens after years of diplomacy,"WASHINGTON: China has released United States citizens Mark Swidan, Kai Li and John Leung, the White House said on Wednesday (Nov 27), concluding years of diplomacy over Americans that Washington says were wrongfully detained in China. The Biden administration also upgraded its travel advisory for China, a",3,cna_latest
"At 53, this visually impaired junior chef with lupus is pursuing her dream of becoming a stage actress","After she lost her eyesight at 19, Odilia Ser thought her dream of becoming an actress was destroyed. Decades later, she’s reigniting that passion and making her stage debut in the play, The Human Condition. She tells CNA Women what inspired her.",1,cna_singapore
Commentary: No longer parents’ duty to pay for their child to go to university – but it’s still nice,"Willing parents are still more than welcome to fund their children’s higher education. However, such generosity should not be mistaken for an obligated entitlement, says finance blogger Dawn Cher.",1,cna_singapore
"IN FOCUS: Crime on the decline in most Singapore neighbourhoods, but new policing challenges await","Nearly all neighbourhood police centres saw a decline in physical crime over the past decade, with only Punggol, Marina Bay, Sengkang and Sembawang seeing an increase.",1,cna_singapore
"Israel-Hezbollah truce holds, displaced Lebanese begin to journey home",BEIRUT:  A ceasefire between Israel and Lebanese armed group Hezbollah was held on Wednesday (Nov 27) under a deal brokered by the US and France as people in both countries began returnin,3,cna_world
"Commentary: From White House to Disney, successions are a killer problem","The botched Biden-Harris handover offers sharp reminders for how not to handle one of the corporate world’s biggest challenges, says Adrian Wooldridge for Bloomberg Opinion.",1,cna_world
Trump taps retired general for key Ukraine conflict role,"WASHINGTON: US President-elect Donald Trump announced Wednesday (Nov 27) that he was nominating retired general Keith Kellogg - an alum of his first term and a staunch loyalist - as his Ukraine envoy, charged with ending the",2,cna_world
"Mexico says Trump tariffs would cost 400,000 US jobs",MEXICO CITY: Mexico said Wednesday (Nov 27) the United States will be shooting itself in the foot if President-elect Donald Trump implements his threats to impose 25 per cent tariffs on Mexican imports. Trump on Monday fired the warning shot in a looming trade war with the top three US trading partner,2,cna_world
Microsoft faces wide-ranging US antitrust probe,"The US Federal Trade Commission has opened a broad antitrust investigation into Microsoft, including its software licensing and cloud computing businesses, a source familiar with the matter said on Wednesday (Nov 27). The probe was approved by FTC Chair Lina Khan ahead of her likely departure in January. T",1,cna_world
"Bomb threats target Trump nominees, FBI says","WASHINGTON: Several members of Donald Trump's incoming United States administration have received threats including bomb alerts, the FBI said on Wednesday (Nov 27), with one nominee reporting a pipe bomb scar",1,cna_world
"Biden administration advancing US$680 million arms sale to Israel, source says","WASHINGTON: The Biden administration is pushing ahead with a US$680 million arms sales package to Israel, a US official familiar with the plan said on Wednesday (Nov 27), even as a US-brokered ceasefire in Lebanon between",3,cna_world
"Amid mass destruction by Israel, displaced Lebanese rush home after ceasefire","BEIRUT/TYRE: The cars began lining up at daybreak, snaking their way slowly through narrow lanes lined with collapsed buildings. A truce had finally ended hostilities between Israel and Hezbollah, and residents of Beirut's suburbs were itching to go home. With mattresses stacked atop their cars and yellow",2,cna_world
Trump taps Jamieson Greer as US trade representative to ramp up tariff plans,"WASHINGTON: President-elect Donald Trump on Tuesday (Nov 26) chose trade lawyer Jamieson Greer as his new US trade representative, elevating a key veteran of his first-term trade war against China to execute a",2,cna_world
Police investigate more people over Al Fayed abuse,The Metropolitan Police says it believes several people may have helped or enabled Mohamed Al Fayed's sexual offences.,2,bbc
"Jeremy Bowen: The Lebanon ceasefire is a respite, not a solution for the Middle East",What the latest developments mean for Iran's position - and for the prospect of peace in Gaza,2,bbc
Czech billionaire set to clinch deal to buy Royal Mail,Daniel Kretinsky is understood to have offered a series of concessions to the UK government.,2,bbc
"Liz Hatton, teen photographer who inspired Kate, dies aged 17","Photographer Liz Hatton, 17, from Harrogate, died on Wednesday, her mother confirms.",2,bbc
Lammy plays down criticism of Chagos Islands deal,"The UK foreign secretary dismisses criticism of the agreement as ""politicking"" before elections.",2,bbc
Bomb threats made against Trump cabinet nominees,Police are investigating a wave of incidents which happened on Tuesday night and Wednesday morning.,1,bbc
Lyse Doucet: Nowhere else on Earth are so many children fleeing war,The BBC's Lyse Doucet writes about the horrific effects of the 19-month civil war in Sudan.,1,bbc
First new asthma attack treatment in 50 years,"Around two million asthma and COPD attacks each year could be treated with the drug, a study suggests.",3,bbc
Voters air frustrations ahead of Irish general election,Voters in the Republic of Ireland go to the polls on Friday for the country's general election.,1,bbc
Ex-PM David Cameron backs assisted dying bill,"Lord Cameron previously opposed assisted dying but says the current bill ""is about shortening death"".",1,bbc
Israelis survey damage and mull return to north as ceasefire begins,The deal has triggered discussions of what it would take for people displaced by Hezbollah attacks to return.,2,bbc
Displaced Lebanese head for homes as fragile truce appears to hold,Thousands are returning south as the Israel-Hezbollah ceasefire takes effect despite warnings it is not yet safe.,2,bbc
Five ways to avoid being ripped off on Black Friday,Experts tell us how to work out if a deal is a genuine bargain or could leave you out of pocket.,1,bbc
'You can't wipe out Billingsgate Fish Market overnight',The news London's oldest fish market faces permanent closure has shocked traders at Billingsgate.,1,bbc
The Papers:  'Tories failed on migration' and 'cops target Al Fayed network',Kemi Badenoch's first major speech as Conservative leader and more Al Fayed claims lead the papers.,1,bbc
Diver describes rescuing nephew from capsized Egypt boat,Seven people remain missing days after Sea Story sank after reportedly being hit by a large wave.,2,bbc
Fans fume at missing Jason Donovan in Rocky Horror,Fans said they would not have booked if they had known the star would not be appearing.,2,bbc
Protest arrests after seven detained over links to Kurdish rebel group PKK,Police issued a call for calm following protests at a Kurdish community centre being raided.,3,bbc
Missing hiker found alive after more than five weeks in wilderness,"Experienced hiker Sam Benastick was reported missing 19 October in a rugged, remote part of Canada",3,bbc
Storm Conall brings more rain as it passes over UK,Flood warnings are expected to reduce over the upcoming days as affected areas will see dry weather.,3,bbc
Lib Dem leader Ed Davey in bid for Christmas No 1,The party leader has teamed up with the Bath Philharmonia's Young Carers' Choir to release a charity single.,1,bbc
The Israel-Hezbollah Ceasefire,"Catch up on your favourite BBC radio show from your favourite DJ right here, whenever you like. Listen without limits with BBC Sounds.",1,bbc
'Something special brewing at Slot's remarkable Liverpool',Arne Slot's Liverpool machine hits top gear to outclass Real Madrid and show something special is stirring at Anfield.,1,bbc
Van Nistelrooy set to be appointed Leicester boss,"Ruud van Nistelrooy is set to be appointed as Leicester City's new boss, replacing Steve Cooper, who was sacked earlier this week.",1,bbc
England punish sloppy South Africa to seal T20 series,England equal their third-highest score in women's T20 internationals to cruise to victory against South Africa and seal the three-match series with a game to spare.,2,bbc
Relentless Liverpool beat Real Madrid in thriller,Watch as Liverpool finally end their Real Madrid curse with a brilliant 2-0 win to maintain their 100 per cent record in the Champions League at Anfield.,1,bbc
"Rapper's friend raped woman at party, court hears",Slowthai - real name Tyron Frampton - is charged with rape alongside friend Alex Blake-Walker.,2,bbc
Doorstep Murder police 'open minded' 20 years on,Dad-of-two and banker Alistair Wilson was shot at his home in Nairn 20 years ago.,2,bbc
Fears misinformation behind drop in contraception,"Lily Lesh says she has never had the implant after being ""scared off"" by social media.",2,bbc
PM Wong congratulates Sri Lankan counterpart Harini Amarasuriya,"SINGAPORE: Singapore Prime Minister Lawrence Wong has written to his Sri Lankan counterpart Harini Amarasuriya to congratulate her on her appointment, the Ministry of Foreign Affairs (MFA) said on Thursday (Nov 28).  Dr Amarasuriya",1,cna_latest
Halep questions handling of her doping case after Swiatek's one-month ban,"BENGALURU : Simona Halep questioned the ""big difference"" in how doping cases are treated after world number two Iga Swiatek was handed a one-month drugs ban while the Romanian was out of action for over 18 months following two separate anti-doping violations.The International Tennis Integrity Agency (ITIA",2,cna_latest
TikTok to roll out global ban on beauty filters for teens,"Filters designed to be ""obvious and funny"" such as animal ear effects will remain available for teenagers.",3,cna_latest
Man United's Hojlund hoping to thrive in Amorim's system,"Rasmus Hojlund said Manchester United's style of play under newly-appointed manager Ruben Amorim suited him well after the Danish striker scored twice to secure a 3-2 comeback victory over Bodo/Glimt in the Europa League on Thursday.""I think the new system ... is suiting my style,"" the 21-year-old told re",1,cna_latest
"Indonesia committed to introduce B40 biodiesel on Jan 1, says minister","JAKARTA : Indonesia remains committed to start implementing a 40 per cent mandatory biodiesel mix with palm oil-based fuel, or B40, on Jan. 1 next year, its chief economic minister said on Friday. Indonesia, the world's largest palm oil producer, currently uses B35, a 35 per cent blend of palm oil-based b",1,cna_latest
Jilted drug abuser who stalked ex-girlfriend at her and her friends' homes gets jail,Ng Poh Heng also went to a police station to look for his ex-girlfriend when he learnt she was there making a report against him.,2,cna_latest
"Three dead, thousands displaced as Malaysia warns of worst floods in a decade","KUALA LUMPUR: Three people have died and more than 80,000 have been evacuated from floods across several Malaysian states, the government said on Friday (Nov 29) as officials warned the monsoon season could bring the country's worst flooding in a decade. Floods are common on the east coast of peninsular Ma",3,cna_latest
Philippines' Marcos says debate over impeachment of VP Sara Duterte a 'storm in a teacup',"MANILA: Philippine President Ferdinand Marcos Jr said on Friday (Nov 29) that any impeachment complaint against his estranged vice president Sara Duterte, who over the weekend made",2,cna_latest
Second review of Brisbane 2032 stadiums and venues launched,"SYDNEY : The newly-elected premier of the Australian state of Queensland launched a second review of the main stadium options for the 2032 Brisbane Olympics on Friday, tasking an independent board with resolving the thorny issue. David Crisafulli, whose Liberal National Party won the state election in lat",2,cna_latest
Annual value threshold for social support schemes to be raised in 2025,"Social support schemes - such as the GST Voucher scheme, MediShield Life premium subsidies and the Workfare Income Supplement scheme - provide benefits based on annual value tiers.",1,cna_latest
Man arrested for murder after 67-year-old woman found dead in Ang Mo Kio,Both parties are believed to be known to each other.,2,cna_latest
Construction work to connect JB-Singapore RTS Link to Thomson-East Coast Line to begin in 2025,"SINGAPORE: As construction on the Johor Bahru-Singapore Rapid Transit System (RTS) Link progresses, work to connect it to the Thomson-East Coast Line (TEL) will begin in 2025.",2,cna_latest
"987FM DJ Sonia Chew is engaged, boyfriend proposed while she was eating Hokkien mee",The 31-year-old 987FM DJ and her 45-year-old fiance Jeremy Sng have been dating for six years.,2,cna_latest
"Man who allegedly slashed actor Ryan Lian gets bail, hires lawyer","Aaron Samuel Yukon will be staying with his mother in her condominium to ensure he is not influenced by ""friends and other considerations"", his lawyer said.",2,cna_latest
Government to provide one-time property tax rebate of up to 20% for owner-occupied homes in 2025,Almost all home owners who live in their HDB flats or private residential properties will pay lower property tax in 2025.,2,cna_latest
Oil prices rise over accusations of breaches to Israel-Hezbollah ceasefire,":Oil prices rose slightly on Friday following a potential renewal of supply risk as Israel and Hezbollah traded accusations of ceasefire violations, and as a delay to an OPEC+ meeting left investors awaiting a decision on its output policy. Brent crude futures rose 10 cents, or 0.1 per cent, to $73.38 a barre",2,cna_latest
"Tencent announces action-adventure title Light Of Motiram, netizens say it's similar to Guerrilla Games' Horizon series",Tencent has revealed its seemingly Horizon Zero Dawn-inspired action-adventure game Light Of Motiram.,2,cna_latest
‘I thought bak kut teh bubble tea was genius’: How Labyrinth survived 10 years in Singapore’s tough restaurant scene,"As Labyrinth celebrates its 10th anniversary and a decade of flying the flag high for Singapore food, banker-turned-chef Han Liguang recounts the ups and downs of the journey to this milestone – including the one dish he regrets, a “bak kut teh bubble tea” that was “a disaster”.",1,cna_singapore
Deep Dive Podcast: Will greater police powers help save stubborn scam victims from themselves?,To what extent should some people be protected from giving away their money? Guests on the podcast discuss the merits and downsides of a planned Bill to give police more powers.,1,cna_singapore
"Commentary: From Lotteria to Chick-fil-A, what keeps drawing fast food chains to Singapore?","Singapore can’t get enough of fast food chains, but the love for new and unique experiences cuts both ways in a crowded F&B scene, says SUSS marketing lecturer Dianna Chang.",1,cna_singapore
Why a Singapore couple was sent more than 100 parcels they never ordered,"The husband suspects he's a victim of a brushing scam, where sellers create fake orders to increase their sales figures and rack up fake reviews.",2,cna_singapore
Commentary: Singapore’s historical weather records can help us prepare for climate change,"Despite Singapore having some of the oldest weather records in Southeast Asia, learning about its past climate requires some sleuthing, say SMU’s Fiona Williamson and Praveen Teleti.",1,cna_singapore
"Man jailed, fined for helping to store S$5.2 million worth of vape products",The products were seized by the authorities during a raid at a Woodlands Industrial Park warehouse in April.,2,cna_singapore
Repeat offender fined after unleashed and unmuzzled bull terrier attacked another dog,A shiba inu puppy and its owner suffered injuries as a result of the attack.,2,cna_singapore
French firm joins SBS Transit to win Jurong Region Line contract; first foreign operator in Singapore rail,The joint venture - between SBS Transit Rail and a subsidiary of French public transport operator RATP Dev - beat SMRT Trains to win the contract for Jurong Region Line.,2,cna_singapore
Delivery rider jailed for bomb hoax that triggered police sweep of DBS' headquarters,"About 20 police officers were dispatched to multiple locations after the man, who was in debt to DBS, made bomb threats against the bank.",2,cna_singapore
Maid who abused dog to death: Authorities assessing whether to prosecute others involved in case,"SINGAPORE: Authorities said on Thursday (Nov 28) that they are assessing if any other person should be prosecuted in the case of a maid abusing a poodle to death. On Tuesday, Myanmar nat",1,cna_singapore
"Should ‘pawrents’ be able to tap subsidies when pets fall ill? Vet, authorities weigh in","Pet owners are often dogged by inconsistent pricing, which recently attracted debate when a couple spent S$60,000 to save their pet canine. A veterinarian and a director at the Animal & Veterinary Service discuss the issue on CNA’s Deep Dive podcast.",1,cna_singapore
"Singapore, Thailand to work together on carbon credits, food security: PM Wong",Prime Minister Lawrence Wong also announced that Singapore will host Thai civil servants on scholarships to study in some master’s programmes at universities in the country.,2,cna_singapore
Ministers among more than 100 Singapore public servants sent extortion notes with 'compromising' deepfake images,"Recipients of the email, who were asked to pay US$50,000, had their faces superimposed on an image purporting to be a screenshot from a ""compromising"" video.",2,cna_singapore
"Taiwan president's plan to stop over in Hawaii, Guam angers Beijing","TAIPEI: Taiwan's President Lai Ching-te will stop over in Hawaii and the US territory of Guam during a trip to the Pacific, his",3,cna_asia
Liquidators of China Evergrande file winding-up petition against subsidiary Tianji Holding,"Liquidators of property developer China Evergrande on Thursday (Nov 28) presented a winding-up petition against unit Tianji Holding, a guarantor for certain offshore senior notes issued by",2,cna_asia
Indonesia aims to return foreign prisoners by January,"JAKARTA: Indonesia plans to return prisoners from Australia, France and the Philippines by the end of the year, a minister said on Thursday (Nov 28). High-profile detainees include a Philippine woman saved from execution and the remaining members of Australia's ""Bali Nine"", all convicted on drug charg",2,cna_asia
Indonesia's North Sumatra landslide death toll rises to 27,"JAKARTA: The death toll from flooding triggered by intense rains in western Indonesia has risen to 27, after a landslide buried vehicles, a rescue official said on Thursday (Nov 28). Floods and l",3,cna_asia
"One dead, thousands displaced as floods hit southern Thailand","BANGKOK: Flooding triggered by three days of heavy rain has killed one person and displaced thousands in southern Thailand, with more days of rain forecast, authorities said on Thursday (Nov 28). The floods killed one student in Narathiwat province and have displaced more than 2,700 people, Wasan Chaitawee",3,cna_asia
What would an ICC arrest warrant for Myanmar's junta chief mean?,"BANGKOK: Myanmar's junta chief Min Aung Hlaing could be hit with an International Criminal Court arrest warrant, years after he led a deadly campaign against the Rohingya minority.",3,cna_asia
"Malaysian billionaire T Ananda Krishnan, founder of Maxis telco and Astro media firm, dies at 86","The businessman, said to be a close associate of former prime minister Mahathir Mohamad, is also known for his pivotal role in the development of iconic landmarks such as the Petronas Twin Towers and its surroundings.",3,cna_asia
China probes top military official Miao Hua for corruption,"BEIJING: A top Chinese military official has been removed from office for ""serious violations of discipline"", Beijing said on Thursday (Nov 28), the latest senior apparatchik to fall in a sweeping crackdown on graft in the country's armed forces. The ruling Chinese Communist Party ""has decided to suspend M",3,cna_asia
"‘Many possibilities’: Singapore, Shanghai eye closer cooperation as leaders meet","A troubled international environment means like-minded partners must work harder to find ways to cooperate, said Singapore Senior Minister Lee Hsien Loong in a meeting with Shanghai party chief Chen Jining on Thursday (Nov 28).",2,cna_asia
"University student dies of heat stroke after undergoing military training in Malaysia, father claims son was abused",This is the latest in a spate of bullying accusations linked to military training in universities.,3,cna_asia
"Over 37,000 people in six Malaysian states hit by flooding","Temporary shelters have been opened in Kelantan, Terengganu, Kedah, Perlis, Johor and Perak.",3,cna_asia
South Korea battles second day of heavy snow; at least four dead,"SEOUL: South Korea grappled with heavy snowfall for a second day on Thursday (Nov 28), with dozens of flights cancelled, ferry operations suspended and at least four people reported dead in a bitter winter,",3,cna_asia
Social media companies slam Australia's under 16 ban,"TikTok accused the government of ignoring mental health, online safety and youth experts who had opposed the ban.",1,cna_world
Israel PM again warns Iran after top diplomat talks of revising nuclear doctrine,"JERUSALEM: Prime Minister Benjamin Netanyahu said on Thursday (Nov 28) that Israel would do ""everything"" to stop Iran from acquiring a nuclear weapon after Iran's top diplomat warned it could end its ban on developing one if Western sanctions are reimposed.",2,cna_world
WHO wants bird flu surveillance stepped up,GENEVA: The World Health Organization (WHO) on Thursday (Nov 28) urged countries to step up surveillance for bird flu after the first case was detected in a child in the United States. A small but gro,2,cna_world
World tennis number 2 Swiatek accepts one-month doping suspension,"PARIS: World number two Iga Swiatek has accepted a one-month suspension after testing positive for a banned substance, the International Tennis Integrit",2,cna_world
Israeli army strike hits Hezbollah facility in south Lebanon,"JERUSALEM: The Israeli military on Thursday (Nov 28) said it hit a facility in southern Lebanon belonging to Iran-backed militant group Hezbollah, a day after a ceasefire betwe",3,cna_world
Australia passes social media ban for children under 16,"SYDNEY: Australia on Thursday (Nov 28) passed into law a social media ban for children aged under 16 after an emotive debate that gripped the nation, setting a benchmark for jurisdictions around the world w",3,cna_world
Russia launches massive aerial attack on Ukraine's energy sector,"KYIV: Russia's army on Thursday (Nov 28) launched a massive attack on Ukraine's energy sector, forcing emergency power outages as temperatures dropped to freezing across the country.",3,cna_world
Gregg Wallace 'fascinated by my sex life and made lesbian jokes',A number of workers across a range of shows have approached BBC News with claims about the TV presenter.,1,bbc
"Hope, fear, faith and love: Four people on why assisted dying vote matters","For the first time in nearly a decade, MPs will debate and vote on the issue of assisted suicide.",1,bbc
Sweden asks China to co-operate over severed cables,"Two cables in the Baltic Sea linking Sweden to Lithuania, and Finland to Germany, were damaged.",2,bbc
Can flights really reach net zero by 2050 - and what will it cost holidaymakers?,"Governments don’t want to tell people they’re going to have to pay more, argues an expert.",1,bbc
Voters to take to the polls in Irish general election,Polling stations will be open in the Republic of Ireland between 07:00 and 22:00 local time on Friday.,1,bbc
Transport secretary pleaded guilty to 2014 work phone incident,The transport secretary says she admitted to a criminal offence relating to a police investigation.,1,bbc
Top-selling mobile games break rules on loot boxes,Ads for games are meant to say if they contain loot boxes - BBC News has found most do not.,1,bbc
Rowing legend Katherine Grainger appointed as first female Olympic chair,Dame Katherine is the only British woman to win medals in five successive Olympic games.,1,bbc
Man who spied for Russia in UK 'discussed killing journalist',"A UK-based spy ring allegedly passed secrets to Russia, a court has heard as a trial begins.",2,bbc
Ceasefire largely holds but Israelis near Lebanon border have their doubts,"Some people say the ceasefire with Hezbollah is a mistake, even a “surrender”.",2,bbc
Putin threatens Kyiv decision-makers after striking energy grid,Russia says it is selecting Ukrainian targets and may hit government offices in the capital.,3,bbc
Euro 2025 hopes as Wales on brink of footballing history,Wales' women are hoping to make history by qualifying for their first major tournament.,1,bbc
Assisted dying bill: What is in proposed law?,The proposed law would allow some terminally ill adults to end their own lives. But there are requirements.,1,bbc
Last-minute lobbying ahead of major assisted dying vote,MPs are voting in what could be one of the most momentous decisions of their political lives.,1,bbc
How assisted dying has spread across the world and how laws differ,About 300 million people have access to some form of assisted dying - what are the policies of other countries?,3,bbc
Weekly quiz: Which box office spell did Wicked break?,How closely have you been paying attention to what's been going on in the world over the past seven days?,1,bbc
The Papers:  MPs in 'once-in-a-decade vote' and Wallace accused over comments,MasterChef presenter Gregg Wallace's misconduct allegations and an assisted dying vote leads the papers.,1,bbc
'Breathtaking visual treat' - Paris's Notre-Dame reopens five years after fire,"The rescued, renovated and refurbished cathedral will offer visitors what promises to be a breathtaking visual treat.",2,bbc
How the Republic of Ireland will elect its next parliament,"With the Irish general election on Friday, BBC News NI explains how votes will be made and counted.",1,bbc
Daniel Khalife was a British soldier who spied for Iran and dreamed of fame,"With hopes of becoming a double agent, Khalife was a fantasist - as well as a genuine security threat.",2,bbc
Families return to destruction in southern Lebanon,Displaced Lebanese are trying to get to their homes after a ceasefire came into force.,2,bbc
Macy's 100th Thanksgiving parade marches on despite the rain,"Spectators braved cold, wet conditions in New York to witness a beloved holiday tradition.",2,bbc
K-Pop group NewJeans split from agency in mistreatment row,The split is the latest in a year-long controversy that has involved a workplace harassment hearing.,3,bbc
Conor McGregor waxwork removed from museum,The National Wax Museum Plus says it removed the figure two weeks ago in light of his civil trial.,2,bbc
Government to review second miners' pension scheme,Former pit miners protested their exclusion from the £1.5bn pensions pot returned to miners.,1,bbc
UK and Iraq strike deal to clamp down on people smuggling gangs,The agreement is aimed as tackling the gangs responsible for smuggling people across the Channel.,3,bbc
Amorim enjoys 'special' first Man Utd win despite 'anxiety',"New Manchester United boss Ruben Amorim describes his Old Trafford welcome as ""special"" but admits he is ""anxious"" going into games.",1,bbc
All Scottish pensioners to get winter fuel payment,Scots missing out on the benefit this year will receive extra cash in winter 2025.,1,bbc
Verstappen 'should start doing comedy' - Norris,"Lando Norris says Max Verstappen ""should start doing comedy"" after the Dutchman suggested he could have won the world title in Norris' McLaren.",1,bbc
Lions deny Bears on Thanksgiving for 10th straight win,The Detroit Lions end their wait for a Thanksgiving win by beating the Chicago Bears 23-20 to extend their winning streak to a record-equalling 10 games.,1,bbc
'Missed opportunity' to stop Letby - medical boss,"Ian Harvey was asked by the inquiry why three deaths in a month was not treated as a ""serious incident"".",1,bbc
Price of tattoos 'will rise' as new safety rules begin,"Improving standards is the aim, but licensing costs could mean tattoos become more expensive.",1,bbc
